new_index,original_index,Contract Area,Number Of Trees,Scientific Name,Common Name,Height In Metres,Spread In Metres,Diameter In Centimetres At Breast Height,Maturity,Longitude,Latitude,Location,image_path
749,16177,Highways,1,Platanus x hispanica,London plane,8,6,52,Mature,-0.144715,51.537827,"(51.537827, -0.144715)",/content/drive/MyDrive/data/sample_image/749.png
754,17075,Highways,1,Platanus x hispanica,London plane,23,15,122,Mature,-0.171849,51.54015,"(51.54015, -0.171849)",/content/drive/MyDrive/data/sample_image/754.png
762,3374,Parks,1,Platanus x hispanica,London plane,21,17,116,Mature,-0.138979,51.53922,"(51.53922, -0.138979)",/content/drive/MyDrive/data/sample_image/762.png
93,15346,Housing,1,Prunus avium,"Cherry - Wild, Gean",7,5,14,Semi-mature,-0.192844,51.54218,"(51.54218, -0.192844)",/content/drive/MyDrive/data/sample_image/93.png
102,23305,Housing,1,Prunus avium,"Cherry - Wild, Gean",7,5,15,Young,-0.189659,51.535693,"(51.535693, -0.189659)",/content/drive/MyDrive/data/sample_image/102.png
131,16954,Housing,1,Prunus avium,"Cherry - Wild, Gean",11,8,36,Mature,-0.162023,51.552557,"(51.552557, -0.162023)",/content/drive/MyDrive/data/sample_image/131.png
163,13250,Highways,1,Prunus avium,"Cherry - Wild, Gean",5,4,15,Semi-mature,-0.198983,51.551203,"(51.551203, -0.198983)",/content/drive/MyDrive/data/sample_image/163.png
187,10820,Highways,1,Prunus avium,"Cherry - Wild, Gean",12,8,54,Mature,-0.129311,51.546184,"(51.546184, -0.129311)",/content/drive/MyDrive/data/sample_image/187.png
313,14037,Highways,1,Prunus avium,"Cherry - Wild, Gean",10,9,42,Mature,-0.117606,51.52593,"(51.52593, -0.117606)",/content/drive/MyDrive/data/sample_image/313.png
368,3743,Housing,1,Prunus avium,"Cherry - Wild, Gean",15,9,36,Semi-mature,-0.121798,51.527794,"(51.527794, -0.121798)",/content/drive/MyDrive/data/sample_image/368.png
432,10750,Parks,1,Prunus avium,"Cherry - Wild, Gean",17,7,47,Mature,-0.141806,51.56441,"(51.56441, -0.141806)",/content/drive/MyDrive/data/sample_image/432.png
490,7334,Housing,1,Prunus avium,"Cherry - Wild, Gean",15,6,25,Semi-mature,-0.13545,51.550594,"(51.550594, -0.13545)",/content/drive/MyDrive/data/sample_image/490.png
558,3786,Housing,1,Prunus avium,"Cherry - Wild, Gean",4,5,12,Young,-0.149473,51.553545,"(51.553545, -0.149473)",/content/drive/MyDrive/data/sample_image/558.png
573,6058,Housing,1,Prunus avium,"Cherry - Wild, Gean",15,7,20,Semi-mature,-0.160712,51.541923,"(51.541923, -0.160712)",/content/drive/MyDrive/data/sample_image/573.png
891,16481,Housing,1,Prunus avium,"Cherry - Wild, Gean",7,6,23,Semi-mature,-0.154362,51.546625,"(51.546625, -0.154362)",/content/drive/MyDrive/data/sample_image/891.png
892,17913,Housing,1,Prunus avium,"Cherry - Wild, Gean",7,5,23,Semi-mature,-0.143923,51.544581,"(51.544581, -0.143923)",/content/drive/MyDrive/data/sample_image/892.png
940,6840,Housing,1,Prunus avium,"Cherry - Wild, Gean",2.2,3.5,9,Early mature,-0.128867,51.529629,"(51.529629, -0.128867)",/content/drive/MyDrive/data/sample_image/940.png
942,15792,Highways,1,Prunus avium,"Cherry - Wild, Gean",14,9,46,Mature,-0.129371,51.526623,"(51.526623, -0.129371)",/content/drive/MyDrive/data/sample_image/942.png
943,2791,Housing,1,Prunus avium,"Cherry - Wild, Gean",10,8,45,Mature,-0.200476,51.549335,"(51.549335, -0.200476)",/content/drive/MyDrive/data/sample_image/943.png
945,6776,Housing,1,Prunus avium,"Cherry - Wild, Gean",18,9,69,Mature,-0.134648,51.531864,"(51.531864, -0.134648)",/content/drive/MyDrive/data/sample_image/945.png
946,22641,Parks,1,Prunus avium,"Cherry - Wild, Gean",8,3,14,Semi-mature,-0.133933,51.540827,"(51.540827, -0.133933)",/content/drive/MyDrive/data/sample_image/946.png
947,7891,Parks,1,Prunus avium,"Cherry - Wild, Gean",11,9,40,Mature,-0.196549,51.549782,"(51.549782, -0.196549)",/content/drive/MyDrive/data/sample_image/947.png
965,21873,Housing,1,Prunus avium,"Cherry - Wild, Gean",4,1,6,Young,-0.161905,51.542106,"(51.542106, -0.161905)",/content/drive/MyDrive/data/sample_image/965.png
966,16773,Housing,1,Prunus avium,"Cherry - Wild, Gean",9,6,26,Semi-mature,-0.161878,51.542048,"(51.542048, -0.161878)",/content/drive/MyDrive/data/sample_image/966.png
967,11529,Housing,1,Prunus avium,"Cherry - Wild, Gean",7,6,47,Mature,-0.130097,51.530565,"(51.530565, -0.130097)",/content/drive/MyDrive/data/sample_image/967.png
968,5843,Parks,1,Prunus avium,"Cherry - Wild, Gean",9,8,36,Semi-mature,-0.172924,51.542005,"(51.542005, -0.172924)",/content/drive/MyDrive/data/sample_image/968.png
969,22366,Housing,1,Prunus avium,"Cherry - Wild, Gean",5,4,12,Semi-mature,-0.176376,51.543383,"(51.543383, -0.176376)",/content/drive/MyDrive/data/sample_image/969.png
970,9166,Housing,1,Prunus avium,"Cherry - Wild, Gean",16,9,64,Mature,-0.159984,51.55163,"(51.55163, -0.159984)",/content/drive/MyDrive/data/sample_image/970.png
2093,159,Housing,1,Prunus avium,"Cherry - Wild, Gean",16,5,25,Mature,-0.163632,51.550506,"(51.550506, -0.163632)",/content/drive/MyDrive/data/sample_image/2220.png
2094,207,Housing,1,Prunus avium,"Cherry - Wild, Gean",14,8,45,Mature,-0.152649,51.552968,"(51.552968, -0.152649)",/content/drive/MyDrive/data/sample_image/2221.png
2095,227,Housing,1,Prunus avium,"Cherry - Wild, Gean",7,7,20,Semi-mature,-0.184313,51.559699,"(51.559699, -0.184313)",/content/drive/MyDrive/data/sample_image/2223.png
2096,245,Parks,1,Prunus avium,"Cherry - Wild, Gean",6,4,17,Semi-mature,-0.173829,51.542798,"(51.542798, -0.173829)",/content/drive/MyDrive/data/sample_image/2224.png
2097,328,Highways,1,Prunus avium,"Cherry - Wild, Gean",5,4,14,Semi-mature,-0.204039,51.553407,"(51.553407, -0.204039)",/content/drive/MyDrive/data/sample_image/2225.png
2098,346,Housing,1,Prunus avium,"Cherry - Wild, Gean",8,3.5,21,Semi-mature,-0.139096,51.537844,"(51.537844, -0.139096)",/content/drive/MyDrive/data/sample_image/2227.png
2099,414,Parks,1,Prunus avium,"Cherry - Wild, Gean",5,7,23,Semi-mature,-0.142844,51.567277,"(51.567277, -0.142844)",/content/drive/MyDrive/data/sample_image/2228.png
2100,454,Housing,1,Prunus avium,"Cherry - Wild, Gean",10,10,27,Mature,-0.152935,51.54881,"(51.54881, -0.152935)",/content/drive/MyDrive/data/sample_image/2229.png
2101,600,Parks,1,Prunus avium,"Cherry - Wild, Gean",16,13,63,Mature,-0.146325,51.569853,"(51.569853, -0.146325)",/content/drive/MyDrive/data/sample_image/2230.png
2102,611,Parks,1,Prunus avium,"Cherry - Wild, Gean",7,6,25,Semi-mature,-0.144447,51.568131,"(51.568131, -0.144447)",/content/drive/MyDrive/data/sample_image/2231.png
2103,684,Parks,1,Prunus avium,"Cherry - Wild, Gean",6,5,18,Semi-mature,-0.173351,51.543956,"(51.543956, -0.173351)",/content/drive/MyDrive/data/sample_image/2232.png
2104,701,Housing,1,Prunus avium,"Cherry - Wild, Gean",9,6,35,Semi-mature,-0.131149,51.533652,"(51.533652, -0.131149)",/content/drive/MyDrive/data/sample_image/2234.png
2105,752,Housing,1,Prunus avium,"Cherry - Wild, Gean",8,5,34,Mature,-0.187932,51.548602,"(51.548602, -0.187932)",/content/drive/MyDrive/data/sample_image/2235.png
2106,825,Housing,1,Prunus avium,"Cherry - Wild, Gean",10,9,38,Mature,-0.13639,51.551194,"(51.551194, -0.13639)",/content/drive/MyDrive/data/sample_image/2236.png
2107,880,Housing,1,Prunus avium,"Cherry - Wild, Gean",17,6,41,Mature,-0.135778,51.549386,"(51.549386, -0.135778)",/content/drive/MyDrive/data/sample_image/2238.png
2108,897,Parks,1,Prunus avium,"Cherry - Wild, Gean",15,8,65,Mature,-0.162719,51.54682,"(51.54682, -0.162719)",/content/drive/MyDrive/data/sample_image/2239.png
2109,911,Highways,1,Prunus avium,"Cherry - Wild, Gean",14,8,52,Mature,-0.186745,51.54218,"(51.54218, -0.186745)",/content/drive/MyDrive/data/sample_image/2240.png
2110,922,Housing,1,Prunus avium,"Cherry - Wild, Gean",8,5,30,Mature,-0.141214,51.563235,"(51.563235, -0.141214)",/content/drive/MyDrive/data/sample_image/2241.png
2111,939,Housing,1,Prunus avium,"Cherry - Wild, Gean",10,8,29,Mature,-0.202039,51.549837,"(51.549837, -0.202039)",/content/drive/MyDrive/data/sample_image/2242.png
2112,1057,Housing,1,Prunus avium,"Cherry - Wild, Gean",7,4,19,Young,-0.136368,51.543054,"(51.543054, -0.136368)",/content/drive/MyDrive/data/sample_image/2243.png
2113,1070,Housing,1,Prunus avium,"Cherry - Wild, Gean",10,7,25,Semi-mature,-0.174928,51.55839,"(51.55839, -0.174928)",/content/drive/MyDrive/data/sample_image/2244.png
2114,1086,Housing,1,Prunus avium,"Cherry - Wild, Gean",4,4,10,Young,-0.152674,51.551539,"(51.551539, -0.152674)",/content/drive/MyDrive/data/sample_image/2245.png
2115,1112,Housing,1,Prunus avium,"Cherry - Wild, Gean",9,5,23,Semi-mature,-0.146645,51.56589,"(51.56589, -0.146645)",/content/drive/MyDrive/data/sample_image/2246.png
2116,1156,Housing,1,Prunus avium,"Cherry - Wild, Gean",8,6,32,Semi-mature,-0.147909,51.545382,"(51.545382, -0.147909)",/content/drive/MyDrive/data/sample_image/2247.png
2117,1165,Housing,1,Prunus avium,"Cherry - Wild, Gean",10,7,36,Mature,-0.13162,51.53411,"(51.53411, -0.13162)",/content/drive/MyDrive/data/sample_image/2248.png
2118,1177,Parks,1,Prunus avium,"Cherry - Wild, Gean",15,11,47,Mature,-0.132374,51.547035,"(51.547035, -0.132374)",/content/drive/MyDrive/data/sample_image/2249.png
2119,1222,Highways,1,Prunus avium,"Cherry - Wild, Gean",6,4,14,Semi-mature,-0.195236,51.549869,"(51.549869, -0.195236)",/content/drive/MyDrive/data/sample_image/2250.png
2120,1256,Parks,1,Prunus avium,"Cherry - Wild, Gean",10,5,18,Mature,-0.144033,51.569106,"(51.569106, -0.144033)",/content/drive/MyDrive/data/sample_image/2251.png
2121,1301,Housing,1,Prunus avium,"Cherry - Wild, Gean",10,6,38,Mature,-0.139649,51.558264,"(51.558264, -0.139649)",/content/drive/MyDrive/data/sample_image/2252.png
2122,1379,Parks,1,Prunus avium,"Cherry - Wild, Gean",10,6,43,Mature,-0.145694,51.568607,"(51.568607, -0.145694)",/content/drive/MyDrive/data/sample_image/2253.png
2123,1452,Housing,1,Prunus avium,"Cherry - Wild, Gean",5,3,9,Young,-0.183229,51.538867,"(51.538867, -0.183229)",/content/drive/MyDrive/data/sample_image/2254.png
2124,1521,Parks,1,Prunus avium,"Cherry - Wild, Gean",14,7,30,Mature,-0.143758,51.567878,"(51.567878, -0.143758)",/content/drive/MyDrive/data/sample_image/2255.png
2125,1567,Highways,1,Prunus avium,"Cherry - Wild, Gean",14,9,46,Mature,-0.204889,51.549307,"(51.549307, -0.204889)",/content/drive/MyDrive/data/sample_image/2258.png
2126,1676,Housing,1,Prunus avium,"Cherry - Wild, Gean",7,4,18,Semi-mature,-0.182325,51.539427,"(51.539427, -0.182325)",/content/drive/MyDrive/data/sample_image/2259.png
2127,1708,Housing,1,Prunus avium,"Cherry - Wild, Gean",12,11,51,Mature,-0.155839,51.547962,"(51.547962, -0.155839)",/content/drive/MyDrive/data/sample_image/2260.png
2128,1760,Parks,1,Prunus avium,"Cherry - Wild, Gean",17,7,45,Mature,-0.141618,51.564453,"(51.564453, -0.141618)",/content/drive/MyDrive/data/sample_image/2261.png
2129,1774,Housing,1,Prunus avium,"Cherry - Wild, Gean",10,8,45,Mature,-0.157859,51.552378,"(51.552378, -0.157859)",/content/drive/MyDrive/data/sample_image/2262.png
2130,1803,Highways,1,Prunus avium,"Cherry - Wild, Gean",4,3,11,Mature,-0.182548,51.567285,"(51.567285, -0.182548)",/content/drive/MyDrive/data/sample_image/2263.png
2131,1805,Housing,1,Prunus avium,"Cherry - Wild, Gean",11,7,49,Mature,-0.131724,51.533444,"(51.533444, -0.131724)",/content/drive/MyDrive/data/sample_image/2264.png
2132,1824,Housing,1,Prunus avium,"Cherry - Wild, Gean",10,8,53,Mature,-0.201549,51.549608,"(51.549608, -0.201549)",/content/drive/MyDrive/data/sample_image/2265.png
2133,1917,Housing,1,Prunus avium,"Cherry - Wild, Gean",13,8,43,Mature,-0.159047,51.550757,"(51.550757, -0.159047)",/content/drive/MyDrive/data/sample_image/2266.png
2134,1930,Housing,1,Prunus avium,"Cherry - Wild, Gean",12,7,33,Mature,-0.14725,51.545786,"(51.545786, -0.14725)",/content/drive/MyDrive/data/sample_image/2267.png
2135,1958,Housing,1,Prunus avium,"Cherry - Wild, Gean",15,9,42,Mature,-0.145992,51.554601,"(51.554601, -0.145992)",/content/drive/MyDrive/data/sample_image/2268.png
2136,2109,Highways,1,Prunus avium,"Cherry - Wild, Gean",7,5,43,Mature,-0.140945,51.545433,"(51.545433, -0.140945)",/content/drive/MyDrive/data/sample_image/2269.png
2137,2124,Parks,1,Prunus avium,"Cherry - Wild, Gean",14,9,47,Mature,-0.145576,51.568391,"(51.568391, -0.145576)",/content/drive/MyDrive/data/sample_image/2271.png
2138,2130,Housing,1,Prunus avium,"Cherry - Wild, Gean",9,7,36,Mature,-0.140053,51.558139,"(51.558139, -0.140053)",/content/drive/MyDrive/data/sample_image/2272.png
2139,2175,Housing,1,Prunus avium,"Cherry - Wild, Gean",8,6,36,Semi-mature,-0.130148,51.530504,"(51.530504, -0.130148)",/content/drive/MyDrive/data/sample_image/2273.png
2140,2211,Housing,1,Prunus avium,"Cherry - Wild, Gean",6,3,10,Young,-0.142143,51.556861,"(51.556861, -0.142143)",/content/drive/MyDrive/data/sample_image/2274.png
2141,2301,Housing,1,Prunus avium,"Cherry - Wild, Gean",11,6,28,Mature,-0.176253,51.541989,"(51.541989, -0.176253)",/content/drive/MyDrive/data/sample_image/2275.png
2142,2310,Housing,1,Prunus avium,"Cherry - Wild, Gean",10,8,40,Mature,-0.133181,51.549363,"(51.549363, -0.133181)",/content/drive/MyDrive/data/sample_image/2276.png
2143,2401,Parks,1,Prunus avium,"Cherry - Wild, Gean",15,8,38,Mature,-0.121657,51.525826,"(51.525826, -0.121657)",/content/drive/MyDrive/data/sample_image/2278.png
2144,2496,Housing,1,Prunus avium,"Cherry - Wild, Gean",11,7,23,Semi-mature,-0.184976,51.539292,"(51.539292, -0.184976)",/content/drive/MyDrive/data/sample_image/2279.png
2145,2507,Housing,1,Prunus avium,"Cherry - Wild, Gean",8,4,18,Semi-mature,-0.182019,51.53984,"(51.53984, -0.182019)",/content/drive/MyDrive/data/sample_image/2280.png
2146,2571,Highways,1,Prunus avium,"Cherry - Wild, Gean",6,4,15,Semi-mature,-0.204306,51.55515,"(51.55515, -0.204306)",/content/drive/MyDrive/data/sample_image/2281.png
2147,2641,Housing,1,Prunus avium,"Cherry - Wild, Gean",15,6,37,Mature,-0.183356,51.539707,"(51.539707, -0.183356)",/content/drive/MyDrive/data/sample_image/2283.png
2148,2651,Parks,1,Prunus avium,"Cherry - Wild, Gean",11,7,37,Mature,-0.1314,51.545382,"(51.545382, -0.1314)",/content/drive/MyDrive/data/sample_image/2284.png
2149,2671,Housing,1,Prunus avium,"Cherry - Wild, Gean",5.5,3.5,14,Semi-mature,-0.126232,51.542367,"(51.542367, -0.126232)",/content/drive/MyDrive/data/sample_image/2285.png
2150,2689,Highways,1,Prunus avium,"Cherry - Wild, Gean",6,4,16,Semi-mature,-0.195448,51.549717,"(51.549717, -0.195448)",/content/drive/MyDrive/data/sample_image/2286.png
2151,2832,Housing,1,Prunus avium,"Cherry - Wild, Gean",6,8,36,Mature,-0.121722,51.529374,"(51.529374, -0.121722)",/content/drive/MyDrive/data/sample_image/2287.png
2152,2843,Housing,1,Prunus avium,"Cherry - Wild, Gean",3,2,14,Semi-mature,-0.134871,51.535233,"(51.535233, -0.134871)",/content/drive/MyDrive/data/sample_image/2288.png
2153,2849,Housing,1,Prunus avium,"Cherry - Wild, Gean",7,8,18,Semi-mature,-0.175564,51.54214,"(51.54214, -0.175564)",/content/drive/MyDrive/data/sample_image/2290.png
2154,2910,Parks,1,Prunus avium,"Cherry - Wild, Gean",16,10,27,Mature,-0.143652,51.567887,"(51.567887, -0.143652)",/content/drive/MyDrive/data/sample_image/2291.png
2155,2993,Housing,1,Prunus avium,"Cherry - Wild, Gean",6,3,11,Semi-mature,-0.160653,51.552908,"(51.552908, -0.160653)",/content/drive/MyDrive/data/sample_image/2294.png
2156,3147,Housing,1,Prunus avium,"Cherry - Wild, Gean",5,3,15,Mature,-0.154353,51.543526,"(51.543526, -0.154353)",/content/drive/MyDrive/data/sample_image/2295.png
2157,3315,Housing,1,Prunus avium,"Cherry - Wild, Gean",12,6,32,Mature,-0.146234,51.555337,"(51.555337, -0.146234)",/content/drive/MyDrive/data/sample_image/2296.png
2158,3335,Parks,1,Prunus avium,"Cherry - Wild, Gean",8,5,11,Young,-0.127435,51.521928,"(51.521928, -0.127435)",/content/drive/MyDrive/data/sample_image/2297.png
2159,3411,Housing,1,Prunus avium,"Cherry - Wild, Gean",9,6,23,Semi-mature,-0.158987,51.552137,"(51.552137, -0.158987)",/content/drive/MyDrive/data/sample_image/2298.png
2160,3497,Housing,1,Prunus avium,"Cherry - Wild, Gean",12,11,36,Semi-mature,-0.155646,51.548625,"(51.548625, -0.155646)",/content/drive/MyDrive/data/sample_image/2299.png
2161,3529,Housing,1,Prunus avium,"Cherry - Wild, Gean",22,12,66,Late mature,-0.134103,51.53581,"(51.53581, -0.134103)",/content/drive/MyDrive/data/sample_image/2300.png
2162,3533,Housing,1,Prunus avium,"Cherry - Wild, Gean",16,7,36,Mature,-0.153466,51.550884,"(51.550884, -0.153466)",/content/drive/MyDrive/data/sample_image/2301.png
2163,3537,Housing,1,Prunus avium,"Cherry - Wild, Gean",8,6,37,Mature,-0.145879,51.555288,"(51.555288, -0.145879)",/content/drive/MyDrive/data/sample_image/2302.png
2164,3598,Parks,1,Prunus avium,"Cherry - Wild, Gean",6,4,20,Semi-mature,-0.173629,51.542891,"(51.542891, -0.173629)",/content/drive/MyDrive/data/sample_image/2303.png
2165,3620,Housing,1,Prunus avium,"Cherry - Wild, Gean",6,6,20,Semi-mature,-0.150116,51.560728,"(51.560728, -0.150116)",/content/drive/MyDrive/data/sample_image/2304.png
2166,3691,Housing,1,Prunus avium,"Cherry - Wild, Gean",8,2.5,18,Early mature,-0.126835,51.541198,"(51.541198, -0.126835)",/content/drive/MyDrive/data/sample_image/2305.png
2167,3695,Parks,1,Prunus avium,"Cherry - Wild, Gean",8,4,14,Semi-mature,-0.162039,51.552173,"(51.552173, -0.162039)",/content/drive/MyDrive/data/sample_image/2306.png
119,5413,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,5,23,Semi-mature,-0.146115,51.546359,"(51.546359, -0.146115)",/content/drive/MyDrive/data/sample_image/119.png
157,4164,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,4,38,Mature,-0.151135,51.547887,"(51.547887, -0.151135)",/content/drive/MyDrive/data/sample_image/157.png
172,19269,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,5,15,Semi-mature,-0.147397,51.538899,"(51.538899, -0.147397)",/content/drive/MyDrive/data/sample_image/172.png
188,21389,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,3,24,Semi-mature,-0.129435,51.543187,"(51.543187, -0.129435)",/content/drive/MyDrive/data/sample_image/188.png
269,10055,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,5,24,Semi-mature,-0.150991,51.548072,"(51.548072, -0.150991)",/content/drive/MyDrive/data/sample_image/269.png
482,17698,Housing,1,Prunus cerasifera 'Pissardii',Plum,6,5,26,Semi-mature,-0.154381,51.546292,"(51.546292, -0.154381)",/content/drive/MyDrive/data/sample_image/482.png
501,1113,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,3,20,Semi-mature,-0.143223,51.53287,"(51.53287, -0.143223)",/content/drive/MyDrive/data/sample_image/501.png
909,20738,Highways,1,Prunus cerasifera 'Pissardii',Plum,9,5,35,Mature,-0.165575,51.548955,"(51.548955, -0.165575)",/content/drive/MyDrive/data/sample_image/909.png
910,13931,Highways,1,Prunus cerasifera 'Pissardii',Plum,5,4,17,Semi-mature,-0.167156,51.544912,"(51.544912, -0.167156)",/content/drive/MyDrive/data/sample_image/910.png
912,20530,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,4,21,Semi-mature,-0.13464,51.535964,"(51.535964, -0.13464)",/content/drive/MyDrive/data/sample_image/912.png
2168,41,Housing,1,Prunus cerasifera 'Pissardii',Plum,7,7,20,Semi-mature,-0.185699,51.558691,"(51.558691, -0.185699)",/content/drive/MyDrive/data/sample_image/2307.png
2169,332,Housing,1,Prunus cerasifera 'Pissardii',Plum,5,4,10,Semi-mature,-0.13812,51.526826,"(51.526826, -0.13812)",/content/drive/MyDrive/data/sample_image/2308.png
2170,374,Housing,1,Prunus cerasifera 'Pissardii',Plum,5,4,8,Semi-mature,-0.157228,51.544338,"(51.544338, -0.157228)",/content/drive/MyDrive/data/sample_image/2309.png
2171,673,Housing,1,Prunus cerasifera 'Pissardii',Plum,7,5,33,Mature,-0.152706,51.545968,"(51.545968, -0.152706)",/content/drive/MyDrive/data/sample_image/2310.png
2172,735,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,3,39,Mature,-0.153599,51.553669,"(51.553669, -0.153599)",/content/drive/MyDrive/data/sample_image/2311.png
2173,775,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,6,44,Mature,-0.146262,51.559621,"(51.559621, -0.146262)",/content/drive/MyDrive/data/sample_image/2312.png
2174,1047,Housing,1,Prunus cerasifera 'Pissardii',Plum,13,5,26,Mature,-0.192735,51.53844,"(51.53844, -0.192735)",/content/drive/MyDrive/data/sample_image/2314.png
2175,1144,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,4,22,Semi-mature,-0.195956,51.545513,"(51.545513, -0.195956)",/content/drive/MyDrive/data/sample_image/2315.png
2176,1389,Housing,1,Prunus cerasifera 'Pissardii',Plum,7,8,42,Semi-mature,-0.191761,51.55512,"(51.55512, -0.191761)",/content/drive/MyDrive/data/sample_image/2316.png
2177,2240,Parks,1,Prunus cerasifera 'Pissardii',Plum,6,5,27,Semi-mature,-0.144033,51.567992,"(51.567992, -0.144033)",/content/drive/MyDrive/data/sample_image/2317.png
2178,2241,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,4,23,Semi-mature,-0.139874,51.551644,"(51.551644, -0.139874)",/content/drive/MyDrive/data/sample_image/2318.png
2179,2354,Parks,1,Prunus cerasifera 'Pissardii',Plum,8,4,20,Semi-mature,-0.134202,51.552016,"(51.552016, -0.134202)",/content/drive/MyDrive/data/sample_image/2319.png
2180,3110,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,4,29,Mature,-0.154643,51.554444,"(51.554444, -0.154643)",/content/drive/MyDrive/data/sample_image/2320.png
2181,3174,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,5,28,Mature,-0.154504,51.554255,"(51.554255, -0.154504)",/content/drive/MyDrive/data/sample_image/2321.png
2182,3252,Housing,1,Prunus cerasifera 'Pissardii',Plum,6,4,25,Mature,-0.131605,51.5457,"(51.5457, -0.131605)",/content/drive/MyDrive/data/sample_image/2322.png
2183,3296,Housing,1,Prunus cerasifera 'Pissardii',Plum,9,9,43,Mature,-0.141897,51.554497,"(51.554497, -0.141897)",/content/drive/MyDrive/data/sample_image/2323.png
2184,3816,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,5,33,Mature,-0.165957,51.548444,"(51.548444, -0.165957)",/content/drive/MyDrive/data/sample_image/2324.png
2185,4025,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,4,33,Semi-mature,-0.210293,51.554774,"(51.554774, -0.210293)",/content/drive/MyDrive/data/sample_image/2325.png
2186,4329,Highways,1,Prunus cerasifera 'Pissardii',Plum,9,5,27,Mature,-0.164958,51.549776,"(51.549776, -0.164958)",/content/drive/MyDrive/data/sample_image/2326.png
2187,4808,Housing,1,Prunus cerasifera 'Pissardii',Plum,5,4,12,Semi-mature,-0.145573,51.555514,"(51.555514, -0.145573)",/content/drive/MyDrive/data/sample_image/2327.png
2188,4904,Parks,1,Prunus cerasifera 'Pissardii',Plum,6,7,32,Mature,-0.145779,51.569484,"(51.569484, -0.145779)",/content/drive/MyDrive/data/sample_image/2328.png
2189,4997,Housing,1,Prunus cerasifera 'Pissardii',Plum,8,5,25,Mature,-0.177063,51.542925,"(51.542925, -0.177063)",/content/drive/MyDrive/data/sample_image/2329.png
2190,5020,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,3,29,Semi-mature,-0.152763,51.553637,"(51.553637, -0.152763)",/content/drive/MyDrive/data/sample_image/2330.png
2191,5129,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,6,45,Mature,-0.150096,51.547913,"(51.547913, -0.150096)",/content/drive/MyDrive/data/sample_image/2331.png
2192,5193,Highways,1,Prunus cerasifera 'Pissardii',Plum,5,2,20,Semi-mature,-0.128048,51.544585,"(51.544585, -0.128048)",/content/drive/MyDrive/data/sample_image/2332.png
2193,5276,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,4,22,Semi-mature,-0.173023,51.557243,"(51.557243, -0.173023)",/content/drive/MyDrive/data/sample_image/2333.png
2194,5437,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,5,17,Semi-mature,-0.200695,51.547703,"(51.547703, -0.200695)",/content/drive/MyDrive/data/sample_image/2334.png
2195,5731,Housing,1,Prunus cerasifera 'Pissardii',Plum,4,3,9,Young,-0.161103,51.552299,"(51.552299, -0.161103)",/content/drive/MyDrive/data/sample_image/2335.png
2196,6353,Parks,1,Prunus cerasifera 'Pissardii',Plum,6,3,12,Young,-0.134132,51.551996,"(51.551996, -0.134132)",/content/drive/MyDrive/data/sample_image/2336.png
2197,6411,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,5,21,Mature,-0.192985,51.550049,"(51.550049, -0.192985)",/content/drive/MyDrive/data/sample_image/2338.png
2198,6420,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,4,28,Semi-mature,-0.147066,51.559298,"(51.559298, -0.147066)",/content/drive/MyDrive/data/sample_image/2340.png
2199,6436,Housing,1,Prunus cerasifera 'Pissardii',Plum,7,6,34,Mature,-0.191861,51.555249,"(51.555249, -0.191861)",/content/drive/MyDrive/data/sample_image/2341.png
2200,6564,Parks,1,Prunus cerasifera 'Pissardii',Plum,6,6,24,Semi-mature,-0.197469,51.543681,"(51.543681, -0.197469)",/content/drive/MyDrive/data/sample_image/2342.png
2201,6893,Parks,1,Prunus cerasifera 'Pissardii',Plum,7,8,39,Mature,-0.142147,51.568509,"(51.568509, -0.142147)",/content/drive/MyDrive/data/sample_image/2343.png
2202,6965,Housing,1,Prunus cerasifera 'Pissardii',Plum,7,6,23,Semi-mature,-0.126442,51.543678,"(51.543678, -0.126442)",/content/drive/MyDrive/data/sample_image/2344.png
2203,7040,Highways,1,Prunus cerasifera 'Pissardii',Plum,8,5,31,Mature,-0.140035,51.556211,"(51.556211, -0.140035)",/content/drive/MyDrive/data/sample_image/2345.png
2204,7276,Highways,1,Prunus cerasifera 'Pissardii',Plum,3,1.5,5,Young,-0.126973,51.517625,"(51.517625, -0.126973)",/content/drive/MyDrive/data/sample_image/2346.png
